     1			20			45
     2			20			45
     3			20			45
     4			20			45
     5			20			45
     6			20			45
     7			20			45
     8			60			85
     9			80			105
     10			88			113
     11			60			85
     12			45			70
     13			25			50
     14			25			50
     15			35			60
     16			50			75
     17			30			55
     18			20			45
     19			34			59
     20			35			60
     21			20			45
     22			25			50
