# soft core potential 

soft_core_lj 
N 10006  R  0.0001  2.0
 2624    0.523600000    4.000000000    0.000000000
 2625    0.523800000    4.000000000    0.000000000
 2626    0.524000000    4.000000000    0.000000000
 2627    0.524200000    4.000000000    0.000000000
 2628    0.524400000    4.000000000    0.000000000
 2629    0.524600000    4.000000000    0.000000000
 2630    0.524800000    4.000000000    0.000000000
 2631    0.525000000    4.000000000    0.000000000
 2632    0.525200000    4.000000000    0.000000000
 2633    0.525400000    4.000000000    0.000000000
 2634    0.525600000    4.000000000    0.000000000
 2635    0.525800000    4.000000000    0.000000000
 2636    0.526000000    4.000000000    0.000000000
 2637    0.526200000    4.000000000    0.000000000
 2638    0.526400000    4.000000000    0.000000000
 2639    0.526600000    4.000000000    0.000000000
 2640    0.526800000    4.000000000    0.000000000
 2641    0.527000000    4.000000000    0.000000000
 2642    0.527200000    4.000000000    0.000000000
 2643    0.527400000    4.000000000    0.000000000
 2644    0.527600000    4.000000000    0.000000000
 2645    0.527800000    4.000000000    0.000000000
 2646    0.528000000    4.000000000    0.000000000
 2647    0.528200000    4.000000000    0.000000000
 2648    0.528400000    4.000000000    0.000000000
 2649    0.528600000    4.000000000    0.000000000
 2650    0.528800000    4.000000000    0.000000000
 2651    0.529000000    4.000000000    0.000000000
 2652    0.529200000    4.000000000    0.000000000
 2653    0.529400000    4.000000000    0.000000000
 2654    0.529600000    4.000000000    0.000000000
 2655    0.529800000    4.000000000    0.000000000
 2656    0.530000000    4.000000000    0.000000000
 2657    0.530200000    4.000000000    0.000000000
 2658    0.530400000    4.000000000    0.000000000
 2659    0.530600000    4.000000000    0.000000000
 2660    0.530800000    4.000000000    0.000000000
 2661    0.531000000    4.000000000    0.000000000
 2662    0.531200000    4.000000000    0.000000000
 2663    0.531400000    4.000000000    0.000000000
 2664    0.531600000    4.000000000    0.000000000
 2665    0.531800000    4.000000000    0.000000000
 2666    0.532000000    4.000000000    0.000000000
 2667    0.532200000    4.000000000    0.000000000
 2668    0.532400000    4.000000000    0.000000000
 2669    0.532600000    4.000000000    0.000000000
 2670    0.532800000    4.000000000    0.000000000
 2671    0.533000000    4.000000000    0.000000000
 2672    0.533200000    4.000000000    0.000000000
 2673    0.533400000    4.000000000    0.000000000
 2674    0.533600000    4.000000000    0.000000000
 2675    0.533800000    4.000000000    0.000000000
 2676    0.534000000    4.000000000    0.000000000
 2677    0.534200000    4.000000000    0.000000000
 2678    0.534400000    4.000000000    0.000000000
 2679    0.534600000    4.000000000    0.000000000
 2680    0.534800000    4.000000000    0.000000000
 2681    0.535000000    4.000000000    0.000000000
 2682    0.535200000    4.000000000    0.000000000
 2683    0.535400000    4.000000000    0.000000000
 2684    0.535600000    4.000000000    0.000000000
 2685    0.535800000    4.000000000    0.000000000
 2686    0.536000000    4.000000000    0.000000000
 2687    0.536200000    4.000000000    0.000000000
 2688    0.536400000    4.000000000    0.000000000
 2689    0.536600000    4.000000000    0.000000000
 2690    0.536800000    4.000000000    0.000000000
 2691    0.537000000    4.000000000    0.000000000
 2692    0.537200000    4.000000000    0.000000000
 2693    0.537400000    4.000000000    0.000000000
 2694    0.537600000    4.000000000    0.000000000
 2695    0.537800000    4.000000000    0.000000000
 2696    0.538000000    4.000000000    0.000000000
 2697    0.538200000    4.000000000    0.000000000
 2698    0.538400000    4.000000000    0.000000000
 2699    0.538600000    4.000000000    0.000000000
 2700    0.538800000    4.000000000    0.000000000
 2701    0.539000000    4.000000000    0.000000000
 2702    0.539200000    4.000000000    0.000000000
 2703    0.539400000    4.000000000    0.000000000
 2704    0.539600000    4.000000000    0.000000000
 2705    0.539800000    4.000000000    0.000000000
 2706    0.540000000    4.000000000    0.000000000
 2707    0.540200000    4.000000000    0.000000000
 2708    0.540400000    4.000000000    0.000000000
 2709    0.540600000    4.000000000    0.000000000
 2710    0.540800000    4.000000000    0.000000000
 2711    0.541000000    4.000000000    0.000000000
 2712    0.541200000    4.000000000    0.000000000
 2713    0.541400000    4.000000000    0.000000000
 2714    0.541600000    4.000000000    0.000000000
 2715    0.541800000    4.000000000    0.000000000
 2716    0.542000000    4.000000000    0.000000000
 2717    0.542200000    4.000000000    0.000000000
 2718    0.542400000    4.000000000    0.000000000
 2719    0.542600000    4.000000000    0.000000000
 2720    0.542800000    4.000000000    0.000000000
 2721    0.543000000    4.000000000    0.000000000
 2722    0.543200000    4.000000000    0.000000000
 2723    0.543400000    4.000000000    0.000000000
 2724    0.543600000    4.000000000    0.000000000
 2725    0.543800000    4.000000000    0.000000000
 2726    0.544000000    4.000000000    0.000000000
 2727    0.544200000    4.000000000    0.000000000
 2728    0.544400000    4.000000000    0.000000000
 2729    0.544600000    4.000000000    0.000000000
 2730    0.544800000    4.000000000    0.000000000
 2731    0.545000000    4.000000000    0.000000000
 2732    0.545200000    4.000000000    0.000000000
 2733    0.545400000    4.000000000    0.000000000
 2734    0.545600000    4.000000000    0.000000000
 2735    0.545800000    4.000000000    0.000000000
 2736    0.546000000    4.000000000    0.000000000
 2737    0.546200000    4.000000000    0.000000000
 2738    0.546400000    4.000000000    0.000000000
 2739    0.546600000    4.000000000    0.000000000
 2740    0.546800000    4.000000000    0.000000000
 2741    0.547000000    4.000000000    0.000000000
 2742    0.547200000    4.000000000    0.000000000
 2743    0.547400000    4.000000000    0.000000000
 2744    0.547600000    4.000000000    0.000000000
 2745    0.547800000    4.000000000    0.000000000
 2746    0.548000000    4.000000000    0.000000000
 2747    0.548200000    4.000000000    0.000000000
 2748    0.548400000    4.000000000    0.000000000
 2749    0.548600000    4.000000000    0.000000000
 2750    0.548800000    4.000000000    0.000000000
 2751    0.549000000    4.000000000    0.000000000
 2752    0.549200000    4.000000000    0.000000000
 2753    0.549400000    4.000000000    0.000000000
 2754    0.549600000    4.000000000    0.000000000
 2755    0.549800000    4.000000000    0.000000000
 2756    0.550000000    4.000000000    0.000000000
 2757    0.550200000    4.000000000    0.000000000
 2758    0.550400000    4.000000000    0.000000000
 2759    0.550600000    4.000000000    0.000000000
 2760    0.550800000    4.000000000    0.000000000
 2761    0.551000000    4.000000000    0.000000000
 2762    0.551200000    4.000000000    0.000000000
 2763    0.551400000    4.000000000    0.000000000
 2764    0.551600000    4.000000000    0.000000000
 2765    0.551800000    4.000000000    0.000000000
 2766    0.552000000    4.000000000    0.000000000
 2767    0.552200000    4.000000000    0.000000000
 2768    0.552400000    4.000000000    0.000000000
 2769    0.552600000    4.000000000    0.000000000
 2770    0.552800000    4.000000000    0.000000000
 2771    0.553000000    4.000000000    0.000000000
 2772    0.553200000    4.000000000    0.000000000
 2773    0.553400000    4.000000000    0.000000000
 2774    0.553600000    4.000000000    0.000000000
 2775    0.553800000    4.000000000    0.000000000
 2776    0.554000000    4.000000000    0.000000000
 2777    0.554200000    4.000000000    0.000000000
 2778    0.554400000    4.000000000    0.000000000
 2779    0.554600000    4.000000000    0.000000000
 2780    0.554800000    4.000000000    0.000000000
 2781    0.555000000    4.000000000    0.000000000
 2782    0.555200000    4.000000000    0.000000000
 2783    0.555400000    4.000000000    0.000000000
 2784    0.555600000    4.000000000    0.000000000
 2785    0.555800000    4.000000000    0.000000000
 2786    0.556000000    4.000000000    0.000000000
 2787    0.556200000    4.000000000    0.000000000
 2788    0.556400000    4.000000000    0.000000000
 2789    0.556600000    4.000000000    0.000000000
 2790    0.556800000    4.000000000    0.000000000
 2791    0.557000000    4.000000000    0.000000000
 2792    0.557200000    4.000000000    0.000000000
 2793    0.557400000    4.000000000    0.000000000
 2794    0.557600000    4.000000000    0.000000000
 2795    0.557800000    4.000000000    0.000000000
 2796    0.558000000    4.000000000    0.000000000
 2797    0.558200000    4.000000000    0.000000000
 2798    0.558400000    4.000000000    0.000000000
 2799    0.558600000    4.000000000    0.000000000
 2800    0.558800000    4.000000000    0.000000000
 2801    0.559000000    4.000000000    0.000000000
 2802    0.559200000    4.000000000    0.000000000
 2803    0.559400000    4.000000000    0.000000000
 2804    0.559600000    4.000000000    0.000000000
 2805    0.559800000    4.000000000    0.000000000
 2806    0.560000000    4.000000000    0.000000000
 2807    0.560200000    4.000000000    0.000000000
 2808    0.560400000    4.000000000    0.000000000
 2809    0.560600000    4.000000000    0.000000000
 2810    0.560800000    4.000000000    0.000000000
 2811    0.561000000    4.000000000    0.000000000
 2812    0.561200000    4.000000000    0.000000000
 2813    0.561400000    4.000000000    0.000000000
 2814    0.561600000    4.000000000    0.000000000
 2815    0.561800000    4.000000000    0.000000000
 2816    0.562000000    4.000000000    0.000000000
 2817    0.562200000    4.000000000    0.000000000
 2818    0.562400000    4.000000000    0.000000000
 2819    0.562600000    4.000000000    0.000000000
 2820    0.562800000    4.000000000    0.000000000
 2821    0.563000000    4.000000000    0.000000000
 2822    0.563200000    4.000000000    0.000000000
 2823    0.563400000    4.000000000    0.000000000
 2824    0.563600000    4.000000000    0.000000000
 2825    0.563800000    4.000000000    0.000000000
 2826    0.564000000    4.000000000    0.000000000
 2827    0.564200000    4.000000000    0.000000000
 2828    0.564400000    4.000000000    0.000000000
 2829    0.564600000    4.000000000    0.000000000
 2830    0.564800000    4.000000000    0.000000000
 2831    0.565000000    4.000000000    0.000000000
 2832    0.565200000    4.000000000    0.000000000
 2833    0.565400000    4.000000000    0.000000000
 2834    0.565600000    4.000000000    0.000000000
 2835    0.565800000    4.000000000    0.000000000
 2836    0.566000000    4.000000000    0.000000000
 2837    0.566200000    4.000000000    0.000000000
 2838    0.566400000    4.000000000    0.000000000
 2839    0.566600000    4.000000000    0.000000000
 2840    0.566800000    4.000000000    0.000000000
 2841    0.567000000    4.000000000    0.000000000
 2842    0.567200000    4.000000000    0.000000000
 2843    0.567400000    4.000000000    0.000000000
 2844    0.567600000    4.000000000    0.000000000
 2845    0.567800000    4.000000000    0.000000000
 2846    0.568000000    4.000000000    0.000000000
 2847    0.568200000    4.000000000    0.000000000
 2848    0.568400000    4.000000000    0.000000000
 2849    0.568600000    4.000000000    0.000000000
 2850    0.568800000    4.000000000    0.000000000
 2851    0.569000000    4.000000000    0.000000000
 2852    0.569200000    4.000000000    0.000000000
 2853    0.569400000    4.000000000    0.000000000
 2854    0.569600000    4.000000000    0.000000000
 2855    0.569800000    4.000000000    0.000000000
 2856    0.570000000    4.000000000    0.000000000
 2857    0.570200000    4.000000000    0.000000000
 2858    0.570400000    4.000000000    0.000000000
 2859    0.570600000    4.000000000    0.000000000
 2860    0.570800000    4.000000000    0.000000000
 2861    0.571000000    4.000000000    0.000000000
 2862    0.571200000    4.000000000    0.000000000
 2863    0.571400000    4.000000000    0.000000000
 2864    0.571600000    4.000000000    0.000000000
 2865    0.571800000    4.000000000    0.000000000
 2866    0.572000000    4.000000000    0.000000000
 2867    0.572200000    4.000000000    0.000000000
 2868    0.572400000    4.000000000    0.000000000
 2869    0.572600000    4.000000000    0.000000000
 2870    0.572800000    4.000000000    0.000000000
 2871    0.573000000    4.000000000    0.000000000
 2872    0.573200000    4.000000000    0.000000000
 2873    0.573400000    4.000000000    0.000000000
 2874    0.573600000    4.000000000    0.000000000
 2875    0.573800000    4.000000000    0.000000000
 2876    0.574000000    4.000000000    0.000000000
 2877    0.574200000    4.000000000    0.000000000
 2878    0.574400000    4.000000000    0.000000000
 2879    0.574600000    4.000000000    0.000000000
 2880    0.574800000    4.000000000    0.000000000
 2881    0.575000000    4.000000000    0.000000000
 2882    0.575200000    4.000000000    0.000000000
 2883    0.575400000    4.000000000    0.000000000
 2884    0.575600000    4.000000000    0.000000000
 2885    0.575800000    4.000000000    0.000000000
 2886    0.576000000    4.000000000    0.000000000
 2887    0.576200000    4.000000000    0.000000000
 2888    0.576400000    4.000000000    0.000000000
 2889    0.576600000    4.000000000    0.000000000
 2890    0.576800000    4.000000000    0.000000000
 2891    0.577000000    4.000000000    0.000000000
 2892    0.577200000    4.000000000    0.000000000
 2893    0.577400000    4.000000000    0.000000000
 2894    0.577600000    4.000000000    0.000000000
 2895    0.577800000    4.000000000    0.000000000
 2896    0.578000000    4.000000000    0.000000000
 2897    0.578200000    4.000000000    0.000000000
 2898    0.578400000    4.000000000    0.000000000
 2899    0.578600000    4.000000000    0.000000000
 2900    0.578800000    4.000000000    0.000000000
 2901    0.579000000    4.000000000    0.000000000
 2902    0.579200000    4.000000000    0.000000000
 2903    0.579400000    4.000000000    0.000000000
 2904    0.579600000    4.000000000    0.000000000
 2905    0.579800000    4.000000000    0.000000000
 2906    0.580000000    4.000000000    0.000000000
 2907    0.580200000    4.000000000    0.000000000
 2908    0.580400000    4.000000000    0.000000000
 2909    0.580600000    4.000000000    0.000000000
 2910    0.580800000    4.000000000    0.000000000
 2911    0.581000000    4.000000000    0.000000000
 2912    0.581200000    4.000000000    0.000000000
 2913    0.581400000    4.000000000    0.000000000
 2914    0.581600000    4.000000000    0.000000000
 2915    0.581800000    4.000000000    0.000000000
 2916    0.582000000    4.000000000    0.000000000
 2917    0.582200000    4.000000000    0.000000000
 2918    0.582400000    4.000000000    0.000000000
 2919    0.582600000    4.000000000    0.000000000
 2920    0.582800000    4.000000000    0.000000000
 2921    0.583000000    4.000000000    0.000000000
 2922    0.583200000    4.000000000    0.000000000
 2923    0.583400000    4.000000000    0.000000000
 2924    0.583600000    4.000000000    0.000000000
 2925    0.583800000    4.000000000    0.000000000
 2926    0.584000000    4.000000000    0.000000000
 2927    0.584200000    4.000000000    0.000000000
 2928    0.584400000    4.000000000    0.000000000
 2929    0.584600000    4.000000000    0.000000000
 2930    0.584800000    4.000000000    0.000000000
 2931    0.585000000    4.000000000    0.000000000
 2932    0.585200000    4.000000000    0.000000000
 2933    0.585400000    4.000000000    0.000000000
 2934    0.585600000    4.000000000    0.000000000
 2935    0.585800000    4.000000000    0.000000000
 2936    0.586000000    4.000000000    0.000000000
 2937    0.586200000    4.000000000    0.000000000
 2938    0.586400000    4.000000000    0.000000000
 2939    0.586600000    4.000000000    0.000000000
 2940    0.586800000    4.000000000    0.000000000
 2941    0.587000000    4.000000000    0.000000000
 2942    0.587200000    4.000000000    0.000000000
 2943    0.587400000    4.000000000    0.000000000
 2944    0.587600000    4.000000000    0.000000000
 2945    0.587800000    4.000000000    0.000000000
 2946    0.588000000    4.000000000    0.000000000
 2947    0.588200000    4.000000000    0.000000000
 2948    0.588400000    4.000000000    0.000000000
 2949    0.588600000    4.000000000    0.000000000
 2950    0.588800000    4.000000000    0.000000000
 2951    0.589000000    4.000000000    0.000000000
 2952    0.589200000    4.000000000    0.000000000
 2953    0.589400000    4.000000000    0.000000000
 2954    0.589600000    4.000000000    0.000000000
 2955    0.589800000    4.000000000    0.000000000
 2956    0.590000000    4.000000000    0.000000000
 2957    0.590200000    4.000000000    0.000000000
 2958    0.590400000    4.000000000    0.000000000
 2959    0.590600000    4.000000000    0.000000000
 2960    0.590800000    4.000000000    0.000000000
 2961    0.591000000    4.000000000    0.000000000
 2962    0.591200000    4.000000000    0.000000000
 2963    0.591400000    4.000000000    0.000000000
 2964    0.591600000    4.000000000    0.000000000
 2965    0.591800000    4.000000000    0.000000000
 2966    0.592000000    4.000000000    0.000000000
 2967    0.592200000    4.000000000    0.000000000
 2968    0.592400000    4.000000000    0.000000000
 2969    0.592600000    4.000000000    0.000000000
 2970    0.592800000    4.000000000    0.000000000
 2971    0.593000000    4.000000000    0.000000000
 2972    0.593200000    4.000000000    0.000000000
 2973    0.593400000    4.000000000    0.000000000
 2974    0.593600000    4.000000000    0.000000000
 2975    0.593800000    4.000000000    0.000000000
 2976    0.594000000    4.000000000    0.000000000
 2977    0.594200000    4.000000000    0.000000000
 2978    0.594400000    4.000000000    0.000000000
 2979    0.594600000    4.000000000    0.000000000
 2980    0.594800000    4.000000000    0.000000000
 2981    0.595000000    4.000000000    0.000000000
 2982    0.595200000    4.000000000    0.000000000
 2983    0.595400000    4.000000000    0.000000000
 2984    0.595600000    4.000000000    0.000000000
 2985    0.595800000    4.000000000    0.000000000
 2986    0.596000000    4.000000000    0.000000000
 2987    0.596200000    4.000000000    0.000000000
 2988    0.596400000    4.000000000    0.000000000
 2989    0.596600000    4.000000000    0.000000000
 2990    0.596800000    4.000000000    0.000000000
 2991    0.597000000    4.000000000    0.000000000
 2992    0.597200000    4.000000000    0.000000000
 2993    0.597400000    4.000000000    0.000000000
 2994    0.597600000    4.000000000    0.000000000
 2995    0.597800000    4.000000000    0.000000000
 2996    0.598000000    4.000000000    0.000000000
 2997    0.598200000    4.000000000    0.000000000
 2998    0.598400000    4.000000000    0.000000000
 2999    0.598600000    4.000000000    0.000000000
 3000    0.598800000    4.000000000    0.000000000
 3001    0.599000000    4.000000000    0.000000000
 3002    0.599200000    4.000000000    0.000000000
 3003    0.599400000    4.000000000    0.000000000
 3004    0.599600000    4.000000000    0.000000000
 3005    0.599800000    4.000000000    0.000000000
 3006    0.600000000    4.000000000    0.000000000
 3007    0.600200000    4.000000000    0.000000000
 3008    0.600400000    4.000000000    0.000000000
 3009    0.600600000    4.000000000    0.000000000
 3010    0.600800000    4.000000000    0.000000000
 3011    0.601000000    4.000000000    0.000000000
 3012    0.601200000    4.000000000    0.000000000
 3013    0.601400000    4.000000000    0.000000000
 3014    0.601600000    4.000000000    0.000000000
 3015    0.601800000    4.000000000    0.000000000
 3016    0.602000000    4.000000000    0.000000000
 3017    0.602200000    4.000000000    0.000000000
 3018    0.602400000    4.000000000    0.000000000
 3019    0.602600000    4.000000000    0.000000000
 3020    0.602800000    4.000000000    0.000000000
 3021    0.603000000    4.000000000    0.000000000
 3022    0.603200000    4.000000000    0.000000000
 3023    0.603400000    4.000000000    0.000000000
 3024    0.603600000    4.000000000    0.000000000
 3025    0.603800000    4.000000000    0.000000000
 3026    0.604000000    4.000000000    0.000000000
 3027    0.604200000    4.000000000    0.000000000
 3028    0.604400000    4.000000000    0.000000000
 3029    0.604600000    4.000000000    0.000000000
 3030    0.604800000    4.000000000    0.000000000
 3031    0.605000000    4.000000000    0.000000000
 3032    0.605200000    4.000000000    0.000000000
 3033    0.605400000    4.000000000    0.000000000
 3034    0.605600000    4.000000000    0.000000000
 3035    0.605800000    4.000000000    0.000000000
 3036    0.606000000    4.000000000    0.000000000
 3037    0.606200000    4.000000000    0.000000000
 3038    0.606400000    4.000000000    0.000000000
 3039    0.606600000    4.000000000    0.000000000
 3040    0.606800000    4.000000000    0.000000000
 3041    0.607000000    4.000000000    0.000000000
 3042    0.607200000    4.000000000    0.000000000
 3043    0.607400000    4.000000000    0.000000000
 3044    0.607600000    4.000000000    0.000000000
 3045    0.607800000    4.000000000    0.000000000
 3046    0.608000000    4.000000000    0.000000000
 3047    0.608200000    4.000000000    0.000000000
 3048    0.608400000    4.000000000    0.000000000
 3049    0.608600000    4.000000000    0.000000000
 3050    0.608800000    4.000000000    0.000000000
 3051    0.609000000    4.000000000    0.000000000
 3052    0.609200000    4.000000000    0.000000000
 3053    0.609400000    4.000000000    0.000000000
 3054    0.609600000    4.000000000    0.000000000
 3055    0.609800000    4.000000000    0.000000000
 3056    0.610000000    4.000000000    0.000000000
 3057    0.610200000    4.000000000    0.000000000
 3058    0.610400000    4.000000000    0.000000000
 3059    0.610600000    4.000000000    0.000000000
 3060    0.610800000    4.000000000    0.000000000
 3061    0.611000000    4.000000000    0.000000000
 3062    0.611200000    4.000000000    0.000000000
 3063    0.611400000    4.000000000    0.000000000
 3064    0.611600000    4.000000000    0.000000000
 3065    0.611800000    4.000000000    0.000000000
 3066    0.612000000    4.000000000    0.000000000
 3067    0.612200000    4.000000000    0.000000000
 3068    0.612400000    4.000000000    0.000000000
 3069    0.612600000    4.000000000    0.000000000
 3070    0.612800000    4.000000000    0.000000000
 3071    0.613000000    4.000000000    0.000000000
 3072    0.613200000    4.000000000    0.000000000
 3073    0.613400000    4.000000000    0.000000000
 3074    0.613600000    4.000000000    0.000000000
 3075    0.613800000    4.000000000    0.000000000
 3076    0.614000000    4.000000000    0.000000000
 3077    0.614200000    4.000000000    0.000000000
 3078    0.614400000    4.000000000    0.000000000
 3079    0.614600000    4.000000000    0.000000000
 3080    0.614800000    4.000000000    0.000000000
 3081    0.615000000    4.000000000    0.000000000
 3082    0.615200000    4.000000000    0.000000000
 3083    0.615400000    4.000000000    0.000000000
 3084    0.615600000    4.000000000    0.000000000
 3085    0.615800000    4.000000000    0.000000000
 3086    0.616000000    4.000000000    0.000000000
 3087    0.616200000    4.000000000    0.000000000
 3088    0.616400000    4.000000000    0.000000000
 3089    0.616600000    4.000000000    0.000000000
 3090    0.616800000    4.000000000    0.000000000
 3091    0.617000000    4.000000000    0.000000000
 3092    0.617200000    4.000000000    0.000000000
 3093    0.617400000    4.000000000    0.000000000
 3094    0.617600000    4.000000000    0.000000000
 3095    0.617800000    4.000000000    0.000000000
 3096    0.618000000    4.000000000    0.000000000
 3097    0.618200000    4.000000000    0.000000000
 3098    0.618400000    4.000000000    0.000000000
 3099    0.618600000    4.000000000    0.000000000
 3100    0.618800000    4.000000000    0.000000000
 3101    0.619000000    4.000000000    0.000000000
 3102    0.619200000    4.000000000    0.000000000
 3103    0.619400000    4.000000000    0.000000000
 3104    0.619600000    4.000000000    0.000000000
 3105    0.619800000    4.000000000    0.000000000
 3106    0.620000000    4.000000000    0.000000000
 3107    0.620200000    4.000000000    0.000000000
 3108    0.620400000    4.000000000    0.000000000
 3109    0.620600000    4.000000000    0.000000000
 3110    0.620800000    4.000000000    0.000000000
 3111    0.621000000    4.000000000    0.000000000
 3112    0.621200000    4.000000000    0.000000000
 3113    0.621400000    4.000000000    0.000000000
 3114    0.621600000    4.000000000    0.000000000
 3115    0.621800000    4.000000000    0.000000000
 3116    0.622000000    4.000000000    0.000000000
 3117    0.622200000    4.000000000    0.000000000
 3118    0.622400000    4.000000000    0.000000000
 3119    0.622600000    4.000000000    0.000000000
 3120    0.622800000    4.000000000    0.000000000
 3121    0.623000000    4.000000000    0.000000000
 3122    0.623200000    4.000000000    0.000000000
 3123    0.623400000    4.000000000    0.000000000
 3124    0.623600000    4.000000000    0.000000000
 3125    0.623800000    4.000000000    0.000000000
 3126    0.624000000    4.000000000    0.000000000
 3127    0.624200000    4.000000000    0.000000000
 3128    0.624400000    4.000000000    0.000000000
 3129    0.624600000    4.000000000    0.000000000
 3130    0.624800000    4.000000000    0.000000000
 3131    0.625000000    4.000000000    0.000000000
 3132    0.625200000    4.000000000    0.000000000
 3133    0.625400000    4.000000000    0.000000000
 3134    0.625600000    4.000000000    0.000000000
 3135    0.625800000    4.000000000    0.000000000
 3136    0.626000000    4.000000000    0.000000000
 3137    0.626200000    4.000000000    0.000000000
 3138    0.626400000    4.000000000    0.000000000
 3139    0.626600000    4.000000000    0.000000000
 3140    0.626800000    4.000000000    0.000000000
 3141    0.627000000    4.000000000    0.000000000
 3142    0.627200000    4.000000000    0.000000000
 3143    0.627400000    4.000000000    0.000000000
 3144    0.627600000    4.000000000    0.000000000
 3145    0.627800000    4.000000000    0.000000000
 3146    0.628000000    4.000000000    0.000000000
 3147    0.628200000    4.000000000    0.000000000
 3148    0.628400000    4.000000000    0.000000000
 3149    0.628600000    4.000000000    0.000000000
 3150    0.628800000    4.000000000    0.000000000
 3151    0.629000000    4.000000000    0.000000000
 3152    0.629200000    4.000000000    0.000000000
 3153    0.629400000    4.000000000    0.000000000
 3154    0.629600000    4.000000000    0.000000000
 3155    0.629800000    4.000000000    0.000000000
 3156    0.630000000    4.000000000    0.000000000
 3157    0.630200000    4.000000000    0.000000000
 3158    0.630400000    4.000000000    0.000000000
 3159    0.630600000    4.000000000    0.000000000
 3160    0.630800000    4.000000000    0.000000000
 3161    0.631000000    4.000000000    0.000000000
 3162    0.631200000    4.000000000    0.000000000
 3163    0.631400000    4.000000000    0.000000000
 3164    0.631600000    4.000000000    0.000000000
 3165    0.631800000    4.000000000    0.000000000
 3166    0.632000000    4.000000000    0.000000000
 3167    0.632200000    4.000000000    0.000000000
 3168    0.632400000    4.000000000    0.000000000
 3169    0.632600000    4.000000000    0.000000000
 3170    0.632800000    4.000000000    0.000000000
 3171    0.633000000    4.000000000    0.000000000
 3172    0.633200000    4.000000000    0.000000000
 3173    0.633400000    4.000000000    0.000000000
 3174    0.633600000    4.000000000    0.000000000
 3175    0.633800000    4.000000000    0.000000000
 3176    0.634000000    4.000000000    0.000000000
 3177    0.634200000    4.000000000    0.000000000
 3178    0.634400000    4.000000000    0.000000000
 3179    0.634600000    4.000000000    0.000000000
 3180    0.634800000    4.000000000    0.000000000
 3181    0.635000000    4.000000000    0.000000000
 3182    0.635200000    4.000000000    0.000000000
 3183    0.635400000    4.000000000    0.000000000
 3184    0.635600000    4.000000000    0.000000000
 3185    0.635800000    4.000000000    0.000000000
 3186    0.636000000    4.000000000    0.000000000
 3187    0.636200000    4.000000000    0.000000000
 3188    0.636400000    4.000000000    0.000000000
 3189    0.636600000    4.000000000    0.000000000
 3190    0.636800000    4.000000000    0.000000000
 3191    0.637000000    4.000000000    0.000000000
 3192    0.637200000    4.000000000    0.000000000
 3193    0.637400000    4.000000000    0.000000000
 3194    0.637600000    4.000000000    0.000000000
 3195    0.637800000    4.000000000    0.000000000
 3196    0.638000000    4.000000000    0.000000000
 3197    0.638200000    4.000000000    0.000000000
 3198    0.638400000    4.000000000    0.000000000
 3199    0.638600000    4.000000000    0.000000000
 3200    0.638800000    4.000000000    0.000000000
 3201    0.639000000    4.000000000    0.000000000
 3202    0.639200000    4.000000000    0.000000000
 3203    0.639400000    4.000000000    0.000000000
 3204    0.639600000    4.000000000    0.000000000
 3205    0.639800000    4.000000000    0.000000000
 3206    0.640000000    4.000000000    0.000000000
 3207    0.640200000    4.000000000    0.000000000
 3208    0.640400000    4.000000000    0.000000000
 3209    0.640600000    4.000000000    0.000000000
 3210    0.640800000    4.000000000    0.000000000
 3211    0.641000000    4.000000000    0.000000000
 3212    0.641200000    4.000000000    0.000000000
 3213    0.641400000    4.000000000    0.000000000
 3214    0.641600000    4.000000000    0.000000000
 3215    0.641800000    4.000000000    0.000000000
 3216    0.642000000    4.000000000    0.000000000
 3217    0.642200000    4.000000000    0.000000000
 3218    0.642400000    4.000000000    0.000000000
 3219    0.642600000    4.000000000    0.000000000
 3220    0.642800000    4.000000000    0.000000000
 3221    0.643000000    4.000000000    0.000000000
 3222    0.643200000    4.000000000    0.000000000
 3223    0.643400000    4.000000000    0.000000000
 3224    0.643600000    4.000000000    0.000000000
 3225    0.643800000    4.000000000    0.000000000
 3226    0.644000000    4.000000000    0.000000000
 3227    0.644200000    4.000000000    0.000000000
 3228    0.644400000    4.000000000    0.000000000
 3229    0.644600000    4.000000000    0.000000000
 3230    0.644800000    4.000000000    0.000000000
 3231    0.645000000    4.000000000    0.000000000
 3232    0.645200000    4.000000000    0.000000000
 3233    0.645400000    4.000000000    0.000000000
 3234    0.645600000    4.000000000    0.000000000
 3235    0.645800000    4.000000000    0.000000000
 3236    0.646000000    4.000000000    0.000000000
 3237    0.646200000    4.000000000    0.000000000
 3238    0.646400000    4.000000000    0.000000000
 3239    0.646600000    4.000000000    0.000000000
 3240    0.646800000    4.000000000    0.000000000
 3241    0.647000000    4.000000000    0.000000000
 3242    0.647200000    4.000000000    0.000000000
 3243    0.647400000    4.000000000    0.000000000
 3244    0.647600000    4.000000000    0.000000000
 3245    0.647800000    4.000000000    0.000000000
 3246    0.648000000    4.000000000    0.000000000
 3247    0.648200000    4.000000000    0.000000000
 3248    0.648400000    4.000000000    0.000000000
 3249    0.648600000    4.000000000    0.000000000
 3250    0.648800000    4.000000000    0.000000000
 3251    0.649000000    4.000000000    0.000000000
 3252    0.649200000    4.000000000    0.000000000
 3253    0.649400000    4.000000000    0.000000000
 3254    0.649600000    4.000000000    0.000000000
 3255    0.649800000    4.000000000    0.000000000
 3256    0.650000000    4.000000000    0.000000000
 3257    0.650200000    4.000000000    0.000000000
